"['23.465437788018434', '1']"
"['22.53917050691244', '0']"
"['25.62672811059908', '1']"
"['26.076319831837658', '1']"
"['22.929177783167596', '0']"
"['21.130810898213277', '0']"
"['20.681219176974693', '1']"
"['22.929177783167596', '1']"
"['22.029994340690436', '0']"
"['19.782035734497533', '1']"
"['20.231627455736113', '0']"
"['19.782035734497533', '0']"
"['18.882852292020374', '1']"
"['18.882852292020374', '1']"
"['20.231627455736113', '1']"
"['19.782035734497533', '0']"
"['19.782035734497533', '0']"
"['18.433260570781794', '1']"
"['18.882852292020374', '1']"
"['17.08448540706605', '1']"
"['17.983668849543214', '1']"
"['19.332444013258954', '1']"
"['21.130810898213277', '1']"
"['19.782035734497533', '0']"
"['19.782035734497533', '0']"
"['19.332444013258954', '1']"
"['17.983668849543214', '1']"
"['19.332444013258954', '1']"
"['22.029994340690436', '0']"
"['18.882852292020374', '0']"
"['20.681219176974693', '0']"
"['28.32427843803056', '1']"
"['25.62672811059908', '1']"
"['20.231627455736113', '0']"
"['21.130810898213277', '1']"
"['20.681219176974693', '0']"
"['23.378769504406176', '0']"
"['23.378769504406176', '0']"
"['23.828361225644755', '0']"
"['22.029994340690436', '1']"
"['19.332444013258954', '1']"
"['21.130810898213277', '0']"
"['20.231627455736113', '1']"
"['21.130810898213277', '1']"
"['19.782035734497533', '0']"
"['19.332444013258954', '0']"
"['22.929177783167596', '1']"
"['44.95917212385803', '0']"
"['19.782035734497533', '1']"
"['19.782035734497533', '0']"
"['19.782035734497533', '0']"
"['19.332444013258954', '1']"
"['17.983668849543214', '0']"
"['21.580402619451856', '0']"
"['21.580402619451856', '0']"
"['26.525911553076238', '0']"
"['25.1771363893605', '0']"
"['28.32427843803056', '1']"
"['22.479586061929016', '1']"
"['22.029994340690436', '0']"
"['22.029994340690436', '0']"
"['21.580402619451856', '0']"
"['20.231627455736113', '0']"
"['20.231627455736113', '0']"
"['26.525911553076238', '0']"
"['36.86652114156359', '0']"
"['33.719379092893526', '1']"
"['28.32427843803056', '1']"
"['22.479586061929016', '0']"
"['22.029994340690436', '1']"
"['20.231627455736113', '1']"
"['22.029994340690436', '0']"
"['23.378769504406176', '1']"
"['21.580402619451856', '1']"
"['22.929177783167596', '1']"
"['19.782035734497533', '1']"
"['21.130810898213277', '1']"
"['30.572237044223463', '1']"
"['25.62672811059908', '0']"
"['24.27795294688334', '0']"
"['22.029994340690436', '0']"
"['19.782035734497533', '0']"
"['19.332444013258954', '0']"
"['19.332444013258954', '0']"
"['19.782035734497533', '1']"
"['22.479586061929016', '0']"
"['19.782035734497533', '0']"
"['22.029994340690436', '0']"
"['20.681219176974693', '1']"
"['23.378769504406176', '1']"
"['23.378769504406176', '0']"
"['23.828361225644755', '0']"
"['24.27795294688334', '0']"
"['22.518680994210634', '1']"
"['20.75940904153793', '1']"
"['21.81497221314155', '1']"
"['20.055700260468846', '1']"
"['21.11126343207247', '0']"
"['21.81497221314155', '0']"
"['22.166826603676093', '1']"
"['22.166826603676093', '0']"
"['22.166826603676093', '1']"
"['35.18543905345412', '1']"
"['22.518680994210634', '1']"
"['22.518680994210634', '0']"
"['21.11126343207247', '1']"
"['20.75940904153793', '0']"
"['20.75940904153793', '0']"
"['20.407554651003387', '0']"
"['19.351991479399764', '1']"
"['17.9445739172616', '1']"
"['19.351991479399764', '0']"
"['19.703845869934305', '1']"
"['22.166826603676093', '1']"
"['20.407554651003387', '0']"
"['22.870535384745175', '0']"
"['25.685370509021503', '0']"
"['24.98166172795242', '1']"
"['23.574244165814257', '0']"
"['23.222389775279716', '1']"
"['23.926098556348798', '1']"
"['22.518680994210634', '1']"
"['21.81497221314155', '0']"
"['22.166826603676093', '0']"
"['21.46311782260701', '0']"
"['20.407554651003387', '0']"
"['21.46311782260701', '1']"
"['20.407554651003387', '0']"
"['23.574244165814257', '0']"
"['22.870535384745175', '0']"
"['21.81497221314155', '1']"
"['19.351991479399764', '0']"
"['19.351991479399764', '1']"
"['20.055700260468846', '1']"
"['20.75940904153793', '0']"
"['23.222389775279716', '0']"
"['19.703845869934305', '1']"
"['19.000137088865223', '0']"
"['16.537156355123432', '1']"
"['18.29642830779614', '0']"
"['21.46311782260701', '1']"
"['22.166826603676093', '0']"
"['19.000137088865223', '1']"
"['20.407554651003387', '1']"
"['20.055700260468846', '1']"
"['18.648282698330682', '0']"
"['18.29642830779614', '1']"
"['19.703845869934305', '0']"
"['19.703845869934305', '0']"
"['20.055700260468846', '0']"
"['19.703845869934305', '0']"
"['18.648282698330682', '0']"
"['17.9445739172616', '0']"
"['15.833447574054352', '1']"
"['20.055700260468846', '0']"
"['20.75940904153793', '0']"
"['18.29642830779614', '1']"
"['18.648282698330682', '1']"
"['17.59271952672706', '0']"
"['16.889010745657977', '0']"
"['17.9445739172616', '1']"
"['17.9445739172616', '0']"
"['19.000137088865223', '1']"
"['20.407554651003387', '1']"
"['19.000137088865223', '0']"
"['19.000137088865223', '0']"
"['16.537156355123432', '0']"
"['18.648282698330682', '0']"
"['18.648282698330682', '1']"
"['18.29642830779614', '1']"
"['18.29642830779614', '1']"
"['20.055700260468846', '1']"
"['18.29642830779614', '0']"
"['15.481593183519811', '1']"
"['16.889010745657977', '1']"
"['16.889010745657977', '0']"
"['17.240865136192518', '0']"
"['17.240865136192518', '0']"
"['17.240865136192518', '1']"
"['18.648282698330682', '1']"
"['15.12973879298527', '0']"
"['16.537156355123432', '0']"
"['18.29642830779614', '1']"
"['18.29642830779614', '0']"
"['18.29642830779614', '0']"
"['21.28360027641592', '0']"
"['18.29642830779614', '0']"
"['18.669824803873613', '0']"
"['18.29642830779614', '1']"
"['18.669824803873613', '0']"
"['21.28360027641592', '0']"
"['20.91020378033845', '1']"
"['19.416617796028557', '1']"
"['18.669824803873613', '1']"
"['17.92303181171867', '1']"
"['19.416617796028557', '1']"
"['17.92303181171867', '0']"
"['18.29642830779614', '0']"
"['19.043221299951085', '1']"
"['18.669824803873613', '1']"
"['19.416617796028557', '0']"
"['23.15058275680328', '0']"
"['20.536807284260973', '0']"
"['19.043221299951085', '0']"
"['19.416617796028557', '1']"
"['17.92303181171867', '1']"
"['18.669824803873613', '0']"
"['16.42944582740878', '1']"
"['17.176238819563725', '1']"
"['17.549635315641197', '0']"
"['16.05604933133131', '1']"
"['18.669824803873613', '1']"
"['19.043221299951085', '0']"
"['17.92303181171867', '1']"
"['16.802842323486253', '1']"
"['15.309256339176363', '1']"
"['16.802842323486253', '0']"
"['17.92303181171867', '1']"
"['19.043221299951085', '1']"
"['19.79001429210603', '1']"
"['37.339649607747226', '0']"
"['22.403789764648337', '0']"
"['20.536807284260973', '0']"
"['18.29642830779614', '0']"
"['19.79001429210603', '1']"
"['17.92303181171867', '0']"
"['17.176238819563725', '0']"
"['21.656996772493393', '1']"
"['15.682652835253835', '0']"
"['19.79001429210603', '1']"
"['19.043221299951085', '1']"
"['23.15058275680328', '1']"
"['27.257944213655477', '1']"
"['25.01756523719064', '0']"
"['22.403789764648337', '0']"
"['21.656996772493393', '1']"
"['22.77718626072581', '1']"
"['24.64416874111317', '1']"
"['26.137754725423058', '1']"
"['23.897375748958225', '0']"
"['24.64416874111317', '1']"
"['23.15058275680328', '0']"
"['23.897375748958225', '1']"
"['23.897375748958225', '1']"
"['27.257944213655477', '1']"
"['25.01756523719064', '0']"
"['22.77718626072581', '0']"
"['22.403789764648337', '0']"
"['23.523979252880753', '0']"
"['18.669824803873613', '0']"
"['20.91020378033845', '0']"
"['21.28360027641592', '0']"
"['20.91020378033845', '1']"
"['19.79001429210603', '1']"
"['20.1634107881835', '0']"
"['19.416617796028557', '1']"
"['20.1634107881835', '1']"
"['20.91020378033845', '1']"
"['22.030393268570865', '1']"
"['22.403789764648337', '1']"
"['20.91020378033845', '0']"
"['20.536807284260973', '0']"
"['20.1634107881835', '0']"
"['19.043221299951085', '0']"
"['30.991909174430198', '0']"
"['25.390961733268114', '1']"
"['22.77718626072581', '1']"
"['22.403789764648337', '1']"
"['20.91020378033845', '0']"
"['19.79001429210603', '0']"
"['20.1634107881835', '0']"
"['19.79001429210603', '0']"
"['19.043221299951085', '0']"
"['17.955037225668168', '1']"
"['18.499129262809625', '1']"
"['19.587313337092546', '0']"
"['19.587313337092546', '0']"
"['18.499129262809625', '1']"
"['17.410945188526707', '0']"
"['19.587313337092546', '0']"
"['19.043221299951085', '0']"
"['22.851865559941302', '0']"
"['27.74869389421444', '0']"
"['22.851865559941302', '1']"
"['22.851865559941302', '0']"
"['21.219589448516924', '0']"
"['21.219589448516924', '1']"
"['26.11641778279006', '0']"
"['25.02823370850714', '1']"
"['22.30777352279984', '1']"
"['20.675497411375463', '1']"
"['20.131405374234006', '1']"
"['19.043221299951085', '0']"
"['20.131405374234006', '0']"
"['18.499129262809625', '1']"
"['20.131405374234006', '0']"
"['18.499129262809625', '0']"
"['18.499129262809625', '0']"
"['16.866853151385246', '1']"
"['16.866853151385246', '1']"
"['17.410945188526707', '1']"
"['18.499129262809625', '1']"
"['19.043221299951085', '1']"
"['19.043221299951085', '0']"
"['17.955037225668168', '0']"
"['19.587313337092546', '0']"
"['18.499129262809625', '0']"
"['17.410945188526707', '0']"
"['19.043221299951085', '0']"
"['18.499129262809625', '1']"
"['19.043221299951085', '0']"
"['19.587313337092546', '1']"
"['20.675497411375463', '1']"
"['19.043221299951085', '0']"
"['17.410945188526707', '0']"
"['17.955037225668168', '0']"
"['20.675497411375463', '1']"
"['20.675497411375463', '1']"
"['19.043221299951085', '1']"
"['17.955037225668168', '1']"
"['17.955037225668168', '1']"
"['18.499129262809625', '0']"
"['17.955037225668168', '1']"
"['19.043221299951085', '0']"
"['19.587313337092546', '0']"
"['17.410945188526707', '1']"
"['17.955037225668168', '0']"
"['16.32276111424379', '1']"
"['16.866853151385246', '1']"
"['19.043221299951085', '1']"
"['20.131405374234006', '1']"
"['19.043221299951085', '0']"
"['17.955037225668168', '0']"
"['17.410945188526707', '1']"
"['18.499129262809625', '1']"
"['16.866853151385246', '1']"
"['19.043221299951085', '0']"
"['19.043221299951085', '1']"
"['18.499129262809625', '1']"
"['19.043221299951085', '1']"
"['19.587313337092546', '1']"
"['19.587313337092546', '1']"
"['18.499129262809625', '0']"
"['17.955037225668168', '0']"
"['20.131405374234006', '1']"
"['20.675497411375463', '1']"
"['22.30777352279984', '1']"
"['21.219589448516924', '1']"
"['19.043221299951085', '1']"
"['22.30777352279984', '1']"
"['21.219589448516924', '1']"
"['22.851865559941302', '1']"
"['23.940049634224223', '1']"
"['25.02823370850714', '1']"
"['26.66050981993152', '1']"
"['23.395957597082763', '1']"
"['26.11641778279006', '0']"
"['29.92506204278028', '1']"
"['42.98327093417531', '1']"
"['54.40920371414596', '1']"
"['46.791915194165526', '0']"
"['36.454166488477796', '0']"
"['28.836877968497358', '1']"
"['26.914419437264204', '0']"
"['30.118516989319467', '0']"
"['30.118516989319467', '0']"
"['29.477697478908414', '0']"
"['25.6327804164421', '1']"
"['25.6327804164421', '1']"
"['21.14704384356473', '0']"
"['21.14704384356473', '0']"
"['23.71032188520894', '1']"
"['23.71032188520894', '1']"
"['23.06950237479789', '0']"
"['24.351141395619994', '0']"
"['24.351141395619994', '0']"
"['23.06950237479789', '1']"
"['21.787863353975784', '0']"
"['23.71032188520894', '0']"
"['22.428682864386836', '0']"
"['23.71032188520894', '1']"
"['24.991960906031046', '1']"
"['21.787863353975784', '1']"
"['21.14704384356473', '0']"
"['21.787863353975784', '1']"
"['23.71032188520894', '1']"
"['22.428682864386836', '0']"
"['22.428682864386836', '0']"
"['21.787863353975784', '1']"
"['20.50622433315368', '0']"
"['23.06950237479789', '1']"
"['24.351141395619994', '1']"
"['24.351141395619994', '1']"
"['28.83687796849736', '1']"
"['64.08195104110524', '1']"
"['41.653268176718406', '1']"
"['32.04097552055262', '1']"
"['29.477697478908414', '0']"
"['26.914419437264204', '1']"
"['26.914419437264204', '1']"
"['28.83687796849736', '1']"
"['28.19605845808631', '0']"
"['27.555238947675257', '0']"
"['26.27359992685315', '1']"
"['24.991960906031046', '0']"
"['24.991960906031046', '0']"
"['24.991960906031046', '0']"
"['23.71032188520894', '0']"
"['24.991960906031046', '1']"
"['25.6327804164421', '1']"
"['24.351141395619994', '0']"
"['24.991960906031046', '0']"
"['25.6327804164421', '0']"
"['25.6327804164421', '1']"
"['25.6327804164421', '1']"
"['24.991960906031046', '0']"
"['21.787863353975784', '1']"
"['20.50622433315368', '1']"
"['21.787863353975784', '0']"
"['23.71032188520894', '0']"
"['24.991960906031046', '1']"
"['23.71032188520894', '0']"
"['23.06950237479789', '0']"
"['26.914419437264204', '1']"
"['27.555238947675257', '0']"
"['23.71032188520894', '0']"
"['22.428682864386836', '0']"
"['23.71032188520894', '1']"
"['23.71032188520894', '0']"
"['23.71032188520894', '0']"
"['23.71032188520894', '0']"
"['33.322614541374726', '0']"
"['34.60425356219683', '1']"
"['30.118516989319467', '1']"
"['28.83687796849736', '1']"
"['26.27359992685315', '0']"
"['28.83687796849736', '1']"
"['27.555238947675257', '0']"
"['25.6327804164421', '0']"
"['24.351141395619994', '1']"
"['23.06950237479789', '1']"
"['23.71032188520894', '0']"
"['23.06950237479789', '1']"
"['23.71032188520894', '0']"
"['23.71032188520894', '0']"
"['22.428682864386836', '0']"
"['21.14704384356473', '1']"
"['20.50622433315368', '0']"
"['21.787863353975784', '0']"
"['22.428682864386836', '1']"
"['23.06950237479789', '0']"
"['22.428682864386836', '1']"
"['21.14704384356473', '0']"
"['22.65754697524793', '0']"
"['22.65754697524793', '0']"
"['20.391792277723134', '0']"
"['22.65754697524793', '1']"
"['24.168050106931123', '1']"
"['23.412798541089526', '0']"
"['22.65754697524793', '1']"
"['21.90229540940633', '1']"
"['24.168050106931123', '1']"
"['24.92330167277272', '0']"
"['25.678553238614317', '1']"
"['24.92330167277272', '1']"
"['29.454811067822305', '1']"
"['26.433804804455914', '1']"
"['25.678553238614317', '1']"
"['24.92330167277272', '1']"
"['24.168050106931123', '0']"
"['24.168050106931123', '0']"
"['23.412798541089526', '1']"
"['23.412798541089526', '1']"
"['23.412798541089526', '1']"
"['21.90229540940633', '1']"
"['22.65754697524793', '1']"
"['21.14704384356473', '1']"
"['24.168050106931123', '0']"
"['24.168050106931123', '0']"
"['25.678553238614317', '0']"
"['22.65754697524793', '0']"
"['22.65754697524793', '0']"
"['22.65754697524793', '1']"
"['25.678553238614317', '1']"
"['24.168050106931123', '0']"
"['22.65754697524793', '1']"
"['21.90229540940633', '1']"
"['21.90229540940633', '1']"
"['22.65754697524793', '0']"
"['20.391792277723134', '1']"
"['24.168050106931123', '1']"
"['23.412798541089526', '1']"
"['22.65754697524793', '1']"
"['21.90229540940633', '1']"
"['24.168050106931123', '0']"
"['18.88128914603994', '0']"
"['20.391792277723134', '1']"
"['21.90229540940633', '1']"
"['23.412798541089526', '1']"
"['21.90229540940633', '1']"
"['21.14704384356473', '0']"
"['21.14704384356473', '1']"
"['18.88128914603994', '1']"
"['21.14704384356473', '1']"
"['23.412798541089526', '0']"
"['24.168050106931123', '0']"
"['23.412798541089526', '0']"
"['22.65754697524793', '1']"
"['21.14704384356473', '1']"
"['21.14704384356473', '1']"
"['21.14704384356473', '0']"
"['21.14704384356473', '1']"
"['21.90229540940633', '1']"
"['21.90229540940633', '0']"
"['21.90229540940633', '0']"
"['21.14704384356473', '0']"
"['20.391792277723134', '0']"
"['21.90229540940633', '1']"
"['23.412798541089526', '1']"
"['22.65754697524793', '1']"
"['22.65754697524793', '0']"
"['21.90229540940633', '1']"
