612.94, 602.84, 600.16, 595.1, 592.2, 583.73, 582.82, 
602.84, 600.16, 595.1, 592.2, 583.73, 582.82, 571, 
600.16, 595.1, 592.2, 583.73, 582.82, 571, 578.48, 
595.1, 592.2, 583.73, 582.82, 571, 578.48, 594.19, 
592.2, 583.73, 582.82, 571, 578.48, 594.19, 587.64, 
583.73, 582.82, 571, 578.48, 594.19, 587.64, 585.39, 
582.82, 571, 578.48, 594.19, 587.64, 585.39, 587.23, 
571, 578.48, 594.19, 587.64, 585.39, 587.23, 584.01, 
578.48, 594.19, 587.64, 585.39, 587.23, 584.01, 583.18, 
594.19, 587.64, 585.39, 587.23, 584.01, 583.18, 586.43, 
587.64, 585.39, 587.23, 584.01, 583.18, 586.43, 590.94, 
585.39, 587.23, 584.01, 583.18, 586.43, 590.94, 588.25, 
587.23, 584.01, 583.18, 586.43, 590.94, 588.25, 589.48, 
584.01, 583.18, 586.43, 590.94, 588.25, 589.48, 578.94, 
583.18, 586.43, 590.94, 588.25, 589.48, 578.94, 555.19, 
586.43, 590.94, 588.25, 589.48, 578.94, 555.19, 548.18, 
590.94, 588.25, 589.48, 578.94, 555.19, 548.18, 515.44, 
588.25, 589.48, 578.94, 555.19, 548.18, 515.44, 499.4, 
589.48, 578.94, 555.19, 548.18, 515.44, 499.4, 510.15, 
578.94, 555.19, 548.18, 515.44, 499.4, 510.15, 496.57, 
555.19, 548.18, 515.44, 499.4, 510.15, 496.57, 465.59, 
548.18, 515.44, 499.4, 510.15, 496.57, 465.59, 481.54, 
515.44, 499.4, 510.15, 496.57, 465.59, 481.54, 504.05, 
499.4, 510.15, 496.57, 465.59, 481.54, 504.05, 519.8, 
510.15, 496.57, 465.59, 481.54, 504.05, 519.8, 512.16, 
496.57, 465.59, 481.54, 504.05, 519.8, 512.16, 500.74, 
465.59, 481.54, 504.05, 519.8, 512.16, 500.74, 507.97, 
481.54, 504.05, 519.8, 512.16, 500.74, 507.97, 503.12, 
504.05, 519.8, 512.16, 500.74, 507.97, 503.12, 510.97, 
519.8, 512.16, 500.74, 507.97, 503.12, 510.97, 508.96, 
512.16, 500.74, 507.97, 503.12, 510.97, 508.96, 509.12, 
500.74, 507.97, 503.12, 510.97, 508.96, 509.12, 508.91, 
507.97, 503.12, 510.97, 508.96, 509.12, 508.91, 502.63, 
503.12, 510.97, 508.96, 509.12, 508.91, 502.63, 482.43, 
510.97, 508.96, 509.12, 508.91, 502.63, 482.43, 478.48, 
508.96, 509.12, 508.91, 502.63, 482.43, 478.48, 477.75, 
509.12, 508.91, 502.63, 482.43, 478.48, 477.75, 476.97, 
508.91, 502.63, 482.43, 478.48, 477.75, 476.97, 487.62, 
502.63, 482.43, 478.48, 477.75, 476.97, 487.62, 483.33, 
482.43, 478.48, 477.75, 476.97, 487.62, 483.33, 482.07, 
478.48, 477.75, 476.97, 487.62, 483.33, 482.07, 482.93, 
